-0.0310111,-0.0310111,-0.0318204,-0.0324784,-0.0331558,-0.0335497,-0.0336543,-0.0333854,-0.0327378,-0.0317013,-0.030289,-0.0285181,-0.0264138,-0.0240046,-0.0213219,-0.0183993,-0.0152722,-0.0119772,-0.00855198,-0.0050355,-0.00146744,0.00211174,0.005661,0.00913893,0.012504,0.0157146,0.0187301,0.0215101,0.0240164,0.0262124,0.0280658,0.0295478,0.030639,0.0313255,0.0316179,0.0315236,0.0311299,0.0304461,0.0297802,0.0289629,0.0289629
-0.0310111,-0.0310111,-0.0318204,-0.0324784,-0.0331558,-0.0335497,-0.0336543,-0.0333854,-0.0327378,-0.0317013,-0.030289,-0.0285181,-0.0264138,-0.0240046,-0.0213219,-0.0183993,-0.0152722,-0.0119772,-0.00855198,-0.0050355,-0.00146744,0.00211174,0.005661,0.00913893,0.012504,0.0157146,0.0187301,0.0215101,0.0240164,0.0262124,0.0280658,0.0295478,0.030639,0.0313255,0.0316179,0.0315236,0.0311299,0.0304461,0.0297802,0.0289629,0.0289629
-0.0302057,-0.0302057,-0.0310228,-0.0314722,-0.0319517,-0.0321502,-0.0321109,-0.0317478,-0.0310599,-0.0300303,-0.0286665,-0.0269786,-0.0249857,-0.0227106,-0.0201804,-0.0174248,-0.014476,-0.0113679,-0.00813615,-0.0048176,-0.00145011,0.00192767,0.00527654,0.00855708,0.0117299,0.0147562,0.0175979,0.0202185,0.0225839,0.0246625,0.0264279,0.0278577,0.0289398,0.029666,0.0300535,0.0301051,0.0299095,0.0294266,0.0289721,0.028148,0.028148
-0.0295352,-0.0295352,-0.0305857,-0.0310459,-0.0315438,-0.0317191,-0.0316599,-0.0312777,-0.0305808,-0.0295524,-0.0282008,-0.0265352,-0.0245734,-0.022337,-0.0198515,-0.0171456,-0.0142501,-0.0111983,-0.00802462,-0.00476533,-0.00145753,0.00186076,0.00515103,0.00837449,0.0114925,0.014467,0.017261,0.0198388,0.0221674,0.0242167,0.0259612,0.0273798,0.0284613,0.0291963,0.0296022,0.0296725,0.0294986,0.0289957,0.0285289,0.0274699,0.0274699
-0.0288235,-0.0288235,-0.0301174,-0.0305917,-0.0311129,-0.0312636,-0.0311825,-0.0307779,-0.0300696,-0.0290408,-0.0277013,-0.026059,-0.0241308,-0.0219364,-0.0195,-0.0168485,-0.0140118,-0.0110216,-0.00791179,-0.0047174,-0.00147486,0.00177861,0.00500519,0.00816688,0.0112259,0.0141449,0.0168879,0.0194205,0.0217109,0.0237301,0.0254544,0.0268633,0.0279468,0.0286939,0.0291219,0.029213,0.0290619,0.0285336,0.0280509,0.0267475,0.0267475
-0.0283582,-0.0283582,-0.029916,-0.0304503,-0.0310451,-0.0312162,-0.0311477,-0.0307426,-0.0300316,-0.0289993,-0.0276583,-0.0260169,-0.0240922,-0.0219038,-0.0194752,-0.0168331,-0.0140066,-0.0110272,-0.00792798,-0.00474391,-0.00151101,0.00173372,0.00495269,0.00810808,0.0111622,0.0140779,0.0168194,0.0193523,0.0216449,0.0236683,0.0253984,0.0268143,0.0279049,0.0286566,0.0290854,0.0291624,0.0289884,0.0283832,0.0278376,0.0262687,0.0262687
-0.0281445,-0.0281445,-0.0299455,-0.0305457,-0.0312214,-0.0314221,-0.031373,-0.0309704,-0.0302559,-0.0292149,-0.0278632,-0.0262097,-0.0242725,-0.022071,-0.0196291,-0.0169729,-0.0141316,-0.0111363,-0.0080202,-0.00481794,-0.00156558,0.00169988,0.00494076,0.00811911,0.0111971,0.0141373,0.0169036,0.0194613,0.0217782,0.023825,0.0255767,0.0270112,0.0281164,0.0288751,0.0293025,0.0293591,0.0291529,0.0284634,0.0278485,0.026035,0.026035
-0.0282687,-0.0282687,-0.0302972,-0.0309713,-0.031737,-0.0319783,-0.0319567,-0.0315605,-0.0308409,-0.0297838,-0.0284086,-0.0267253,-0.0247532,-0.0225125,-0.0200275,-0.0173248,-0.0144338,-0.0113859,-0.0082144,-0.00495443,-0.0016423,0.0016846,0.00498812,0.00822973,0.0113709,0.0143736,0.0172007,0.0198166,0.0221881,0.0242842,0.0260788,0.0275478,0.0286772,0.0294464,0.0298696,0.0298981,0.0296487,0.0288653,0.0281726,0.0261293,0.0261293
-0.0287494,-0.0287494,-0.0309897,-0.0317382,-0.0325943,-0.0328785,-0.032885,-0.0324928,-0.0317622,-0.0306794,-0.029267,-0.0275364,-0.0255084,-0.0232044,-0.0206495,-0.0178711,-0.0148992,-0.0117657,-0.00850473,-0.00515176,-0.00174384,0.00168091,0.00508354,0.00842459,0.0116645,0.0147641,0.0176848,0.0203896,0.0228435,0.0250138,0.0268724,0.0283926,0.0295587,0.0303462,0.0307689,0.0307696,0.0304746,0.0295964,0.0288249,0.0265664,0.0265664
-0.0296173,-0.0296173,-0.0320624,-0.0328866,-0.033834,-0.034162,-0.0341952,-0.0338029,-0.0330532,-0.0319328,-0.0304672,-0.0286696,-0.0265627,-0.0241689,-0.021515,-0.0186292,-0.0155426,-0.0122881,-0.00890066,-0.00541671,-0.00187423,0.00168759,0.00522867,0.00870826,0.0120854,0.0153191,0.0183692,0.0211965,0.0237638,0.0260361,0.0279825,0.0295737,0.0307914,0.0316075,0.0320354,0.0320102,0.0316689,0.0306943,0.0298421,0.0273735,0.0273735
